legajo,numero
14195026,21379148983
84741937,24081337432
38084959,68896915290
73619498,8747016243
94523786,76266657278
24219723,53190777992
97484543,78940275195
16715341,71072840339
19842999,88539491347
12583167,92798674492
29372713,43422533643
78798635,72043289686
96831580,404711789
11627946,99445496503
67486015,45736269581
47840660,35457668552
47568093,18341774468
2270555,40410572246
11896773,90897119058
60399552,56014643358
52754592,51591048456
45853176,57061069214
68441193,99370611300
55224346,15096661051
55023469,44245683277
49172193,90769551309
14400038,98296590068
34510543,50714450113
14024226,22625548057
54016416,43478954556
94194831,30536385400
23992124,76322161927
30556505,74659997316
39962872,72528562783
27436651,46057781943
22887122,53859140535
2295207,95154856279
91586299,48354066667
18092349,48036690399
23466811,18511130720
42155281,99566208393
67812787,24858174833
89635544,4553029004
38201597,58829735124
47575234,59544223180
10364283,17091895824
97072210,74550060826
31471325,5920090134
57717963,57050499769
2886939,63475749226
2601662,8585316073
34695570,75951077528
90052941,96706953594
61946399,91867691377
16358626,9684530874
14784449,13082508431
3254309,2199034473
27792080,55294840632
98751022,85021405378
36845086,55272105164
79694645,62432675878
43030169,71156615536
55300118,93162365715
68326054,96395367575
79016324,80034932351
1356910,66802323715
12521183,35972200872
93978946,88748594855
1374892,79540300995
44297974,22121391579
45874474,52204960851
56922923,7199238836
40201430,59330104204
23016393,24542544813
41090418,48102632298
14421672,53082956735
88422332,23364385597
32397030,68397542569
18373875,78830364053
62312065,62262837960
68629925,8219471427
26565308,41600010672
23599891,65804291101
2727831,5378492335
78050761,28506635356
33402504,6558477631
27458661,53883366870
7629554,26104471516
75814057,83397829645
24873306,41642518795
47477884,9393183778
85858150,95640003417
72713035,97968103288
88605451,35761559584
72905724,82212512353
10281119,97232890145
79535451,63447941276
58344820,9616558165
16608980,25950248145
29149097,61436827514
69843911,65316440354
22826530,39776678397
70111510,70450820
68078445,26819029888
34571562,48688584223
85066719,41121458376
8151221,21342296711
43783185,33940293536
48937451,7294531197
70266763,81692525976
27494916,99589860746
45966898,19449877615
49406752,77675180367
3052488,91606292575
59349214,78233602284
17711650,37122533489
95958712,16654752317
98472024,77769077597
59345690,28817588737
4583600,45672934340
33633361,10017417856
15160931,46283089676
71254001,47536267767
80494970,98012527953
16087315,53031651695
55529528,52396517936
94466519,39115973833
12033845,74340606684
61323702,882103044
88927083,61973721678
81848887,94970868789
80597843,26769062306
67240745,31116394810
8056585,40768210422
78677955,39762543543
6557394,30968571454
67073389,70934381825
81489091,73650555326
86255033,60563089103
70393917,44848544526
48279472,41269228701
59921362,46191261603
26578209,65907336701
52652979,66400060081
71566057,82675420754
78316381,5043510388
49499234,48360199998
38258944,35000011075
56885487,11801231272
63594605,20748480710
82170468,35634729422
32636083,69576006119
10635945,49454837086
87594866,14302711858
50957656,1233476816
32942040,91945409560
7372187,61279843266
54634004,96869639730
58068041,98930602698
60404692,90623596311
70473458,35183682971
26593212,22522432036
90087422,90232935421
17849558,56683224914
54035950,23061091793
63565365,17783905934
46489954,1481871521
16827314,14446832480
25755558,71635241775
4960920,17303494143
8904757,82022814083
20443447,18569520499
89895414,81394077472
50082718,62738786797
79469325,53271920850
19531022,1612630512
57715409,24867132318
32442033,40693193545
1503834,8423929531
85668715,66060782907
39528759,98320693531
18454500,14574526788
21677099,72625195334
17382564,7087357766
54148531,9493014779
65107078,40844707459
17090414,67930174287
96328589,193471014
23065637,1781743317
64501880,41171847226
59005615,16019509140
18136457,80332659893
7975674,1732059124
10173368,25259225595
69682048,47986397689
95275436,72173626970
12509142,66446934990
62520380,97453028743
7542516,75727443546
5096949,85867903799
45392499,41004055232
31206080,73777373050
71922483,44228156093
2363533,66110839782
91359914,15711483890
60180289,18281492296
79351938,7170803104
60144359,35818685382
72102181,3358960616
18550998,82318190469
85676422,68788747162
25552839,57082484287
29420740,59144113462
31992509,95894433878
47033757,93136244039
14517577,16180301805
12829073,2620357481
95212261,3676801320
20581166,77650527218
70760705,64072586014
80952985,53341190219
63076879,51926740930
68565760,73055494454
32993020,77165649105
20403726,6668569122
68739256,65699872581
42593942,9763999068
45561396,98841048135
95938830,82264528214
57565337,63371505950
36052472,32633536557
52995142,8026651180
26068337,79723803217
96382606,15104178497
31682827,54790644622
1976288,35706203359
23095907,35598604114
68405081,47710177592
68109579,8020284449
35141757,73834262555
83781857,47185243993
94562429,2565785048
362938,47425230948
95201803,41564400967
40511278,34698251524
37767732,4438686975
53209859,51935420061
79748238,45778138320
37666581,70931145581
85973661,11416448100
866656,3747730101
96537887,58479137682
78361689,89772367576
27304401,66921761022
89061824,40237133924
72881403,81403166238
70249693,42131350304
47955976,78718517010
42575293,8145915970
87335826,16024170618
21089332,62065700705
44051650,26059817148
30141450,72830667161
60961467,43732968687
82150001,39546931162
43834702,96310422923
28474760,12208621004
50910396,37310490232
43480261,36935773877
60796898,6320908831
25973487,35165501178
12864594,96327509620
74319547,686317613
64462919,56636328939
76909735,65780937656
89635681,13199050051
52322724,69888700023
60282362,66801120753
17646014,69510422257
51184886,62579484214
17223401,45175824866
17444501,35238340691
78925736,56012099237
38282673,78696158057
18915062,65015011487
52396681,82272530391
12277384,54389218665
84532229,96255510716
36833582,17813087303
79559979,69423007936
53291307,37094379054
6161755,52914698758
72809621,55749901145
49091494,61324186208
34620662,29362524813
4566729,22971725909
74587494,17074697142
16018970,17841046387
67702962,33322928308
77249154,11332315836
15484009,74986190371
8142017,10833922545
17230814,33104868842
67176148,37285993057
36785179,66454579797
91035171,21845868836
89668476,96079382076
94201319,95170843466
80407741,42767494655
83061783,11083388680
46759694,32435191987
83378552,67591891932
19728392,49398341437
39201920,60514432906
81256698,45737183541
55669255,43806353495
29212847,20208966569
98190693,27885800439
22629013,55150682686
34461912,76087177571
33012523,5738054606
76151760,97756360354
94538626,29324269895
62640594,44335635472
62821065,23683481002
82347916,45150666307
54270331,14446832480
19773488,93570414860
91904469,61463038393
86073895,50861309528
70595929,74286004861
47470238,85487374627
35697927,69238531829
49634834,38501277724
50294600,29251186487
47801030,77452003990
78120807,98102076013
81024209,1889594770
4649053,73014827386
24013572,24327639949
25143085,5821850486
97791004,76260150953
90355982,45776254177
30668309,61468174354
98457137,1167191795
1086251,42390902589
59336754,67054535013
73063161,73241059587
75819334,63064276320
47602094,90692802201
31606880,51674954682
93128532,45897323667
98307148,13843742846
56330310,47669834194
4072011,55239854862
22442416,48915597189
97999401,23455549308
17938352,17859601331
34543506,98151419895
85832030,75568370090
62192453,40851878607
86415808,6331963216
24294365,31594381523
18912262,3117910217
20470406,41180172046
74060953,30610901188
38780373,72192389391
24933132,66137585874
98572587,14028707385
48601310,99980740617
28606931,77580624075
57778557,60031221858
833943,31516505437
20338178,85461192466
69544573,18747190881
28254915,62351485179
66167160,3241884486
90322370,74682056309
68670278,52993413480
29049966,53386342915
49770235,67984275396
941062,3609188505
28170226,10552921744
17157661,98307492650
66075551,64391753321
44766970,66733834069
67012319,89531695225
931089,88735815296
72467926,12404368812
17625336,63621936986
97245810,80703179783
87042748,49886621770
50784545,17500109137
42656868,22315470744
84878667,50268760061
34501105,81311470624
48285889,73342464807
78774037,73912693658
93130672,42353358289
9700125,74277665980
39138162,89071061713
40701803,59944051606
18513467,94029163575
95453120,44991301582
93873886,63555610844
52804342,49196609499
79614232,49144738189
99669267,85682679990
8252958,83307015664
71805944,41791734156
76655143,83341908509
57352382,91873966272
26022119,25243173724
44643593,40067029782
13789875,85357645210
96557813,48680936543
51211039,66687582896
47599575,85902741498
75566514,13261086377
87254452,31616452766
55076507,86003745342
50371043,15497122610
1325104,5449641033
60060525,96437773356
24414555,7101302849
89774435,18627243031
23462092,80942215930
20985038,15970303180
44688801,71760164417
83797118,37153683094
27615470,29858614661
47489379,76848905022
72873324,35539464685
52047548,76999796678
38291195,93159172594
7983107,12361236162
24303737,27099894040
23246880,26204643195
650501,40765807359
12535647,12290850625
33859296,50093831443
76657265,64402919015
90725962,79792028062
78696243,3340737507
60419478,38680744464
31049216,72810524154
20820113,64670808899
77747741,22740268029
26462634,14842048307
37544555,1871339345
71679162,66705898581
35258452,87121825853
17207081,25151675978
990652,46469144375
14243521,47713193446
57954150,27252980943
34421739,83254601444
56549375,20863150790
21855373,66136295658
83883827,26073295556
13979035,10898344049
49806652,92748127582
59050349,96957642004
37083461,21335718481
89847032,91017794246
89431526,66962079622
92898452,70160634909
31974830,19700966036
35167671,98160034685
69824476,81993395407
66668034,53664541429
71010003,53421668131
6009812,54219380387
18089338,32106765874
33234631,71577245784
7926876,79569727240
7845096,38330430956
35047251,62267407072
41667625,40236242542
66691811,12508977032
31744697,21238619060
49816404,89226271074
66657271,53026213768
81827377,37195838862
42423480,68262686143
78949805,81871243006
13315071,24787433469
20655442,1430884919
45267298,59266368612
19663683,66182528922
38812248,7732268794
15073381,46967235953
39297955,35593141526
13494318,79950290629
66222941,56504003526
63524837,35845892362
18016071,46523467969
24522032,37731130737
47238481,53696101951
42956428,90967961679
76533698,52664969159
73043537,13765972831
17556627,59120529015
9859223,41924831888
10646789,27650550184
1173412,27801106713
96581618,12404368812
10796246,56362549563
44278381,50824734934
23009219,98359603024
66689718,96291232707
8783422,12872047260
49566860,66912140691
80700558,52370746261
86640798,69698897245
98309762,88297907475
63290474,39652031960
36023980,93023055797
42129410,15105256745
30875201,60725571846
39170047,84519833729
49583725,540532375
40736992,75004117920
23871656,9067095100
59199852,1837759837
3331705,88107707172
21145919,26920561898
37144046,33429286841
56285236,58018478569
34560764,64188973533
6811583,96179389224
84388187,77076604368
75465265,81162053295
53191026,69212048276
97120792,85489493213
22772349,14314875804
63458660,48525292704
62695913,11183437157
43385560,44534714242
16336332,4973538210
71139071,11876018461
57765497,21657492432
20156720,6762435628
44751445,99538323181
35470918,3120899409
85653694,10016735497
92842638,17581354018
72342473,62384128499
77066870,92426283565
66986086,68196953358
18093645,22220644128
98959686,95251611560
88010176,31045364095
49467123,92898067584
26569605,1961749911
65481467,83285747847
14230562,32264198091
92274524,56393651890
40320914,28247883927
7700557,54468104576
94335671,2738747426
60993709,15657837776
32001122,57758107273
2248754,77605827247
36255586,94095476701
23894350,13019183568
74193054,2646386617
84840941,58776792748
27670867,99031020435
14941997,47913168315
90106606,60443278394
34498904,52242864816
29952656,11882262920
53002297,42210744819
25961984,90421884572
96415191,73719293981
34865668,42299526762
3778852,29248183442
11926404,38069800567
64321262,48152569732
32332723,51760411307
4148480,29027991064
79172503,89183958603
12255724,59142247091
49595642,70186410201
12413658,6488158812
4446003,71236653243
1636718,18419942576
98932359,62199692170
70563621,57038423619
94540931,6328418271
6689881,62396314414
13561745,85768429238
615896,88529112796
83888405,6717342270
21495987,25205965143
45559037,61884139411
73255,89298081194
55190329,90564497062
59992115,51958871084
59244974,98317548351
73299990,79868904804
17341435,24886998050
55136526,80992158620
96557176,44797834925
59074770,28296220259
67461185,68355963336
59916710,30635602525
86094918,70011360344
724910,69670048262
19721822,39572629218
66466575,44552407094
19025296,74136005863
20017245,98703524853
93508547,813045729
66841112,47152787107
87091947,64489650311
31790537,44848544526
76071338,72377481763
6896339,47689083743
31348442,17611027043
31624620,95883469898
10089124,12184901482
15881146,18735818337
16895686,20942360283
9990554,97431114863
22948736,48011166309
49004761,12596082833
76603579,91104270787
95835958,41744405056
95493625,57965512072
83244397,47805297382
84575452,47242702277
16569792,45958300823
38130684,78953791482
58051954,57887508420
15019526,40713640050
98365185,1904818740
39884401,31185406034
16319724,80683710284
82071658,92666245323
35646680,20707884511
93239963,55272949004
79654217,62521089034
93696029,60722005651
12214627,66567436500
43654276,77922087867
14948330,25489551378
40571228,58039276696
1239431,83615451826
76441840,27766376764
27503559,90991702146
38189824,60328846621
37398675,78340345921
57512631,36256605528
70736072,29680689569
2782828,44388449650
30889420,73896978640
24509850,92637701877
761230,63068885107
7684657,19504246632
57120155,92539202778
47398954,73918162177
58709401,22282157378
62705214,69424780076
6959040,98652460061
78853804,27050937848
44063883,86057021269
55927558,84429218185
97137666,21699018781
34628061,24654986470
54658151,22414438397
45163485,32960529126
25510706,25783478742
53278547,83159824287
79419136,5252047956
90041150,28280935251
41304419,77356506891
12424238,682133441
88341740,85751942562
13580,4031103277
74879832,7448433561
79853855,2174486665
81779600,80704447941
41284376,86943612597
73210199,44989447532
13122396,93385512056
62806065,1792772985
59579846,32135371819
71433266,40693193545
93762087,84470322875
92262047,97718104107
49350747,71387312792
13149501,78371193125
26077248,68414943577
65359853,64652644106
83068630,26275593796
95156278,63135894434
35063449,1772927839
558748,48570780175
19619198,97475372140
96527938,90030280719
57404027,56150917255
99788162,41162070692
84086788,27713661509
78028169,70047718061
43201238,9295220327
26309830,80860967136
30732415,96788940080
44404322,74650751800
43534025,99106753417
24267400,62217056178
97994402,76298223156
1451725,83749153789
4323357,77062453830
59768893,46050100099
86267319,12823199665
83592072,98634807307
4231653,40724219770
30279476,90181933977
52851415,67092691676
37387341,19951562744
97856940,28130167643
61697586,97332645690
68171378,70720310711
6449915,49732589509
1798942,36927375003
93532924,23632889462
79421202,69363184296
65680824,1904810856
59723909,56756168430
97119097,67766304581
71038240,95736136720
95051166,15930482286
3566244,2402376061
99571989,9036499276
27889683,28293613213
12496020,69306037603
5804646,69712335323
2559439,71156615536
83127888,56252660919
27867352,74555383698
52681518,89116871929
40690235,42470647894
46145809,95441616132
68402275,32633536557
61435845,52181323196
5926969,22207994987
83667840,44473173467
81625580,37350458738
10118856,18857455416
57054783,28322564954
80847918,58626071178
50099600,24055602400
21172119,68859917732
41444836,96620037845
2955621,42397268255
54095202,32434366213
52097491,91993245456
40596587,8983287471
5839890,39958719663
52436280,20047873439
10168662,96025240742
22166474,10364410735
47395171,25349521894
82280304,94807559401
79841158,15549314471
48394285,74286004861
88931104,83932962197
4431890,29682823752
16148957,74010437941
74611212,11798644898
25513745,52194244531
86289430,63740349928
44774395,76230184919
41860404,32596771438
29700530,27930920924
89341928,90441384220
5949919,75180872281
80207466,34624513470
20447111,62521191643
95528848,29492617497
33464012,94746323654
85370334,43376446863
42022950,22076046718
6162880,17408075711
18471108,20633317808
92494156,53286245725
97947876,41452830556
49668872,68035908350
70528046,67847947748
62879180,25950248145
83206160,93038177599
16842582,99129100886
91827192,94222243118
77670177,68859917732
81744327,94375194763
20460035,36746700152
29488206,53696268124
71787718,77008586086
90692173,48535556082
25412046,67823073910
11247888,3702051586
16310270,55632240453
561953,70448100345
8744364,88596460005
29829489,57737617403
79503592,49170690429
74055907,32817280685
54224959,51840957719
16577353,7392364082
35908665,6785451283
60824419,52598820240
80684841,27824232252
91269774,94345452254
39081150,72575523842
69042890,54196741631
20949789,84293547650
85147583,89928082968
81961607,17927111921
83721458,94073264281
17109762,84070321867
55103913,41866496968
59305700,60686096265
70239923,57214175181
97051049,17336862424
24249742,11355076904
47711685,9808430908
86463229,55530624875
69325108,74766254866
91625929,44593278714
77926720,60875512146
69352485,81418633534
62075225,25499377740
6137582,28592881783
15550905,58086247043
38476963,1575737949
30214372,53633387598
65620704,12612795712
89813264,56110964399
5298189,21327828625
52425060,41180172046
95606951,9173148281
83920989,95231332598
51561192,27801106713
2523952,7636806847
94530669,65029448405
43870825,33059637585
30244561,86141754307
95929469,56500862418
45849522,3029554773
97270711,60513508849
76831220,26248692830
49039707,58318049995
73273094,85682679990
60066795,41810206573
12594576,84317850052
28422903,24686302425
254091,7476050133
53000790,31643629015
480743,73933337173
96606741,2821439134
90015571,44187076878
42588854,27307704953
57734119,15461570592
44677196,1974453191
80310872,83928602279
22662932,64111699264
57253214,83118341389
74229128,95371050857
75450001,47073333502
2865357,32357932570
60821261,73964513904
55671242,15300154152
71022232,67720184725
24545158,81092540864
69536828,41822847171
55757088,324411805
47835591,98166445152
34449911,33683241061
70288650,78558569587
29486409,11782848842
59898718,38760739440
12379512,24792584530
84595523,64824218432
33615656,95441616132
81696281,43487577752
67518262,34564713938
26943355,8599698936
37228053,13598887486
49146729,49926010101
61912638,6487640163
47027627,70880191200
80318438,51760411307
92314061,9110183931
67776796,28893436450
43028101,85428620627
53609654,37437922677
27404640,88529112796
79737059,22414438397
36784370,63924938192
52157404,53536287738
78063105,22315470744
54255701,6657103976
43287235,51935780448
79617561,66117353025
52172092,94758558270
89970458,11355076904
75711141,25877777410
85983281,15569797310
12732669,2058130452
80330529,53624241186
91545907,42658184090
14964992,17067108505
752490,67343494897
76624333,55045035079
54268295,67085543496
20621944,93984176853
86413715,25843346038
46445842,97759262378
53068772,30968379044
27690793,86921067681
19485010,61299438603
29916976,83336709005
62375760,90737423229
45610516,70523584140
27670337,13086491914
63220551,43707183983
13498460,31449148952
14372323,3663818800
64339114,53412828547
86181232,13272785677
31762770,69999850643
11509013,19191548018
20161428,81263955592
49217000,81724772289
57953552,51577936293
21372829,69527779777
12598327,35792927787
74314010,54554275252
75492469,53495164195
60219023,99849242938
47755921,446096850
20127825,14595622965
89496518,27126757461
60334644,29486098342
73879016,6348302632
20969235,13428821435
11493684,50851541656
78457525,89495387526
39295195,28010672731
81340478,38011006340
98811549,54793681251
97789287,36392567748
25342658,32562926643
33172524,22150871235
67178174,20581597873
27016023,80406585076
63411019,75723604709
82401486,81199146712
71708087,95980351652
70324889,12970744823
99325765,52137907137
46624589,1313726154
1233006,74696014812
56749033,10643008196
67416684,78838268181
81810600,81919849529
47721655,40604183731
33619117,40445259288
13846459,21275132332
65804396,86506120857
93785788,62242777623
26651270,23179862750
5453688,41267320668
74605913,56585977672
21619754,36694829977
68218595,79628366038
91313221,23570751416
71781609,61242315238
88372201,26567013789
32618043,23919243647
45205592,62234595168
94521658,51946665448
34778800,23455549308
4582880,28921521710
42716291,35587604795
34338276,75720027032
61002017,67312179121
35513661,88246053289
95031563,38088459914
17580101,80953260907
79469510,61065334424
10423163,55001756462
88944412,14643531174
54041802,25349521894
40395982,40912786883
63607170,42440054090
45404094,13428821435
67396430,52447042383
7245193,69719470020
75022487,42457986968
83717791,24312755200
24969181,29205370700
7170782,97643741417
66929025,87411754264
77716330,55571564750
72417627,83541889466
87389321,26608631381
85269296,24939529333
40946062,46504569602
92678021,13910399245
37696398,36895180949
75602263,70035403804
28646853,55831701399
73575231,6690726
17773231,28766628065
71361313,86926620947
60282791,6099799785
50451910,80115920266
98028217,39216354226
93106517,5753912165
57323015,83970581204
69114796,19300055732
6236368,80029816482
17146356,42576837905
34252380,89491979522
47109106,27164703181
52407565,42699754348
17261255,21728087886
60077347,28574916305
87072617,97431114863
71564092,17472991676
58125568,14767915364
38559361,47515968218
2804910,86468399567
73036376,99561385765
92616687,70864642450
60186547,87106152428
75139659,7714847338
48111060,81020759930
61604917,69600649831
84611426,99445496503
64948382,54803024371
8545346,43110766859
17493639,41263462804
44163714,66180597556
88723044,60111403642
62163138,56844730487
31708093,14332646998
48613123,70205648270
63863400,56500862418
29819693,98151476271
16913213,67808676700
95589385,46549671083
24307483,80948945662
73189032,22316229764
87263416,9035900905
69764792,51121398691
68066546,63251180845
4703027,91590487804
58455979,76662216223
19779280,92712130484
71593589,72563773440
34995237,38122787851
71757827,21040770296
87257492,42104553624
77434312,23524934450
48179814,98091633933
76607017,36510600459
93897913,10322955566
59508508,6059148518
12374517,7912932186
21826919,67958365668
90388612,30890147051
79290926,30193232998
26864858,99880308940
40622100,37403983932
7551123,62320141581
876472,29003730066
6107677,86476413719
62260027,73150795972
60292976,40496849216
67135020,84670365659
16906543,2240527422
78252762,17601027042
22891572,48397674308
93738707,41413985149
79424096,19230574623
7548729,45409849471
25956557,72622600648
77678790,90646451483
22612638,22593158813
57744566,45282103522
85474429,79019861910
21015122,53616729143
85040469,83946108940
48864356,14461145934
54248911,84368565968
34257615,92213007300
9167213,49348895019
1379969,66135501852
70126692,91216114640
71294464,34390525514
39382487,72817399114
10224668,97792002
10651771,47684955911
10575503,89150331397
33556495,96349445657
1229662,27021013086
13482213,20692658879
85166198,43804045243
91335367,11093681229
69195001,71319114777
40502633,50787673528
98779500,55113251687
78072667,35300178081
55411364,66370125793
69982342,40094781279
98019219,45017259274
264073,74055357109
69757817,53385375684
59474009,59080316177
66876834,43564850822
64385936,78435679282
3266468,58991721187
52251731,91121273267
70171614,92553379627
65541550,60592241791
3392618,80948945662
71972066,95883469898
48042300,97422670834
30577653,33949976661
49963586,93599011687
76807587,21097023779
58968183,70650029487
89469142,67395666813
21508321,62383911383
79756555,899526983
11492135,48299702775
76962232,93299440236
66412756,71840286057
63019295,13789631492
44561450,60377001647
80171882,1673275843
97941514,53508772768
61455845,41098474512
91948778,8451053929
9858346,27132247122
58434622,59829368413
25305236,17044187997
56005805,7087357766
90452362,8864563884
49441298,66147932665
54604574,78359530644
26775698,16541169127
62933904,79152868530
69127232,92824195837
32214945,12292931151
69750869,31927600355
83804976,60506943128
76139790,60992453635
78522633,7723365033
92435129,48754735097
79714152,85958768051
95540899,50474054751
81354632,20599830446
86225048,88895699692
85692820,29698222376
11922164,79671644438
69271586,95132118242
39512637,74467378892
58537971,89977249480
72372081,48535341995
34978671,84595941784
61297778,284081532
50564106,76614920121
66628399,88179527804
7762358,63050727986
41010362,23138380224
87522437,62214536448
46161445,16591197674
51218865,87492062298
51262791,53676965280
97127685,68435496456
74353561,58285645776
28037728,24027684511
12543683,55006845325
70151210,85529984437
5399816,64150433417
30778774,19938130667
81176459,79926948790
44308200,83307015664
67531807,61542775302
4798333,11476534587
90563657,69490319254
33509336,88643876890
8594934,66523945633
34580504,11699262963
8654238,96390207745
3969026,88109161598
25757994,52973409561
2963667,49932596792
19815951,93250783184
36915442,24495332624
99649225,38324554912
4819149,23284606334
15611050,82193080164
84664271,35856462846
13348294,98167878112
8121734,14807236145
60052120,83293475797
65648159,18129994397
48169454,61352887682
88272269,67395666813
86284925,1337214573
12132611,10168571715
24376048,13517348724
24451835,29378989624
59740953,10696585491
9105077,3748811949
46135459,52710275092
24728360,10529342004
8075249,56515440561
99035515,3305228124
60820144,47948223378
93863030,90918459521
73924113,33678769379
92690555,8177543610
74336782,78307974732
31156231,78307974732
26109226,78541496652
39980189,32818905012
58614999,21990952890
75072250,30021980399
85286309,60798929383
31963574,39139912077
53098249,74785730376
83833361,51840957719
16386666,23573662478
19674774,71073427367
18922637,27152602402
10102624,58321129389
28226528,86327953927
79304999,21827106453
25556486,95204983534
46409103,37069117250
44286978,46106085855
53671423,95351589787
39124028,10226675515
96807027,17068739689
1211931,8215804681
90009548,34890002856
13943440,51087725133
68271815,56549676773
52614863,56938831264
96636987,34833184404
29178704,26750483109
33017635,16471397574
2890029,4334526330
21710422,39874595975
59912026,69826683737
47539579,80115920266
77337843,11875359657
34407828,26563787689
77455919,37147869935
13347719,81990060110
80885693,76551241722
71508877,56054852108
93622455,25827461431
76024058,32328414027
9579212,88879168294
13681713,49327284508
47923796,61604645297
28766069,37333863728
65517230,51087725133
98018163,29051437179
73790285,68586528837
35001160,3955858527
66344869,87923586931
93463601,63874789820
14674367,75720359743
91851012,84739710033
39437716,89536156936
46791786,16995644909
51545022,54155323856
84591379,24110979371
34276636,62878193629
42012046,53013505067
9070326,34140065902
19441299,15751105919
11617833,81295063784
29647218,76971280878
3027780,28471563208
19587994,95189859299
97166209,60839926927
