nro_obra,nro_documento
12737789,262411340
87726759,694683325
51306019,912504078
13990349,830054266
54790362,187347771
45638868,975525552
61934352,587571126
56998171,207943415
10957067,737403264
27638861,94258107
79651114,373609602
54217092,772763932
65459440,381429331
26507907,571199096
64227206,86950797
98653336,274879309
16777212,264584220
71716152,558831175
75692132,23825320
52417396,150151286
58889834,741552001
74882446,516948262
93886034,144832214
6148397,387240020
16091003,341219679
93931897,649719220
92936563,825071991
62078753,309540081
5118285,391197933
43936936,430394623
78623373,523432085
6143143,641156956
53701054,111619283
55242501,880713802
78828005,814754562
89276775,907444460
8194726,201330942
15690386,177031096
81750130,46695922
80899984,160041805
49284634,482654116
81457596,311138156
28829658,774279815
27798459,206474707
89896392,64772108
86697929,360742902
30654916,638410012
96567371,865411071
72325652,61295016
82262848,371186295
57920899,975127966
63146697,139490128
36482472,629515665
45429371,925012005
76359593,108419893
93857950,495405919
1934368,786295634
93865438,695898674
86789825,882492904
54380063,635536192
26007041,934033123
65083741,524493652
50863954,121867380
77320416,150516946
5025615,146111231
97802354,842043822
36296386,848049507
49674905,816690476
75254726,931777606
15182431,767295926
69938248,765338405
27080196,13794620
66296268,945809317
44106763,381876714
48820687,107545737
18099990,922184948
23079628,179893388
48884779,985799494
87903764,195740391
37693635,732758797
72128391,61260378
6705068,914835522
29032509,316108701
24352418,354351487
73004144,361830274
6252624,128537496
15580044,157129767
22074360,39137868
36550865,778034814
28973593,912767486
84044473,946739841
25770208,106016607
36408997,852291084
63927506,790692568
64478162,36553902
51526154,743834069
85024660,395700591
30604932,853200619
57779353,46007710
30681534,548562979
696302,806874918
67486881,534268708
26755740,70630775
15540603,10256248
3182280,527544318
61806341,520698418
62703199,312305132
17944169,450079047
24130258,341329369
33526533,551743728
39342490,53638668
88495440,391970070
93553196,103358090
65083741,101114194
87771060,641273258
58868623,883816148
22361426,250851895
78014463,791703624
84088774,632370475
22518980,47519921
61106297,912972944
55143153,800617762
43579390,36642515
26264155,503367162
66513446,864363344
87876094,232901198
83511397,475880315
13802827,114422681
12105186,636625731
57828578,386514956
3222227,467595804
1870206,736959252
38485533,310858048
1474895,567014593
22759007,654703481
50460933,92614206
10519177,462870813
71467767,451927757
52341242,720872094
58508731,173244145
18672142,14400311
39935457,561534774
85219809,229091804
98579310,612889930
92936563,732546213
27206460,946691781
64788420,182404762
63305608,946594326
24685790,354094597
4873047,326472351
39038602,707842161
93252612,432731622
53780564,830655839
86506945,626999886
12901685,664782736
69413592,478566703
54663382,938000745
41167280,918214380
69270503,217234393
11652498,161383213
78127631,82561470
65852596,565227817
9055752,984548519
90602568,653710316
15459513,996732541
93542260,482107108
5378067,633622097
30051729,525439775
2877637,32885114
83181046,928232237
34322616,742864342
76551917,909688594
21065231,65367857
39701741,159013847
94676656,998195068
69386523,122582684
79467112,195316704
95778859,786566665
3215429,49388758
55433245,929134583
22610388,936836024
98610698,925753051
88161139,633811470
53153292,198593400
94889585,899164474
4403508,407136124
57036999,698074409
7038023,478356904
62399731,783067265
82084875,830975309
92251428,476636266
88648108,717268401
38807839,783609864
34863990,927515605
46513191,496684477
68974705,506395746
26230639,490709872
14388479,567006271
8185591,175035021
54660965,997936628
63278231,854431596
65281668,947501385
39598568,492429983
7726443,503581638
96618230,720831830
87456149,133698971
60620194,50892239
55496710,334386720
99114521,791620722
96234625,359225961
93695067,423141951
25102900,131255618
42804322,768499324
48121685,188930441
20241829,627786342
62263275,740622883
85918938,81720430
46474218,228170328
93093779,577538974
27293542,892915414
43675702,840297743
22814883,549746323
24172255,404075877
32863844,346963985
64408383,916737970
45339790,288295914
65384751,668247846
81212840,721099388
96124250,29653004
30819670,563344286
98492959,256640692
67156010,437496849
40733199,698271776
42894242,520786908
85127544,698827516
17805348,470884121
60484267,126414648
74601817,951847500
42590946,281228862
35508603,970693056
4258561,732464520
35286850,524196473
77578999,704706954
92751268,119761231
39068608,300841280
71353225,781385829
16051750,508288811
28954605,469379850
605056,551286328
35529629,909932881
49675279,66023380
6619469,291385642
58412425,490165233
21340869,238043138
83889240,364840526
28556865,568616815
15356708,689375112
88588916,660408380
7103396,982163437
79222728,386873306
373037,178785867
34222291,913897701
62392065,827032687
53658109,819594980
1516035,87482403
47843813,402598748
30343317,596869812
2891383,784506241
13743570,105135493
7611713,594370666
32598554,736959252
36337515,32938204
75947111,549529556
49412981,992359705
35608073,973246411
60124599,925085538
57319239,713284687
59132280,986085859
92173113,956352832
80042655,607628815
60543207,474844490
18703692,686470805
63615175,909160128
62017251,309188839
2877637,771062329
34515377,756619446
47646187,770406562
31360850,282301136
49330448,96228537
52313182,48160324
14094698,935574856
2326323,620147167
26797501,490803873
68912576,844146742
453311,287390213
74054231,36628334
2308731,441709132
51281909,782332114
25174947,661277101
71386506,690866874
14844920,938330496
55693243,259051130
23932446,743499934
33039685,574321661
21662589,405056062
4182466,549007678
90776731,176280921
62318250,745388739
25418182,287643912
95512689,559606525
72310215,330652504
72950958,348477812
12828277,862285371
84028750,872216455
79827681,470715064
62790075,759752674
90786587,18165728
70132990,573730542
60857572,640705742
63050272,906277440
80438916,975257489
55587364,198776828
94589992,561085310
63319803,190893491
54918370,608127782
37842632,713369833
97046598,818730947
22841187,67369970
91877965,564224728
73397334,479190462
89964193,622609223
6124133,524963166
32030238,783064574
4515413,514876726
40311966,641106513
49400238,72844836
7205608,735762787
43480577,442635334
15095618,119193612
80082295,73967136
99515280,17777112
86668121,837194494
72279514,693195544
60334839,999187403
43174269,317538642
58575175,33850745
87677832,835497286
24543550,588526715
6693750,121516902
44122278,580330321
83964610,373115654
48425325,364888530
24897104,936599564
68870354,498799930
8817409,692595525
12173042,879642767
50521202,249050110
77008132,69457378
27149494,354284187
92984967,169187880
84355946,499133630
22832836,79223510
28811842,914465030
11507260,358410041
64478365,22174737
81931907,738466212
73481157,879557726
40901437,918962982
62435930,302102694
62276000,284317152
60206459,461819404
80899984,721464202
25382485,844405828
9609895,373079553
31147402,764067480
27279443,419083330
79493204,996639703
32173422,985538679
6952127,705841754
3249241,825680010
22738,571619050
44102870,89361943
97353492,209995095
68395913,475936045
50292800,279588527
51039810,777144113
1974337,431474062
72754176,899776870
57281623,268533841
82795770,182799491
67564235,928113803
8118585,200869035
76169301,154891652
3408191,293067530
18793924,805226766
26281605,667665224
14146908,635478286
15896937,25873221
23264168,731246806
407607,422736716
38600874,215439148
92476951,560021010
14718970,684628735
26182474,655582601
60228294,295699301
40928526,120387157
61768559,200106217
13535158,543072384
23305555,239210250
47115953,613091293
62447115,260752272
73817197,533550640
68932731,935224328
43173560,555258348
60033398,109028988
90443389,424084212
11162822,144565627
63414058,173701128
86984836,226219744
53253966,26936089
57434262,342093068
90198487,355788747
79202405,780215627
3549547,698660563
26773380,805101222
32638120,962325119
58518368,171580367
9080992,35910946
30715511,22055880
17917984,338560244
56906450,94847069
10277982,721464202
3303518,856122755
60677019,374963049
15558653,796580202
65397851,986913147
65070520,207994974
18619644,842084978
37022504,68820318
71372438,80732439
25004912,190919677
29650366,185221530
86024771,570157483
7568894,539641390
69568854,965722678
50978787,407424946
4734300,973190182
99979184,96158441
25338407,636453374
49331692,408405400
43393892,305838608
45212233,781511640
20745110,649278102
69996072,401643297
91964675,970799929
56659004,118556826
72326419,317511102
58835111,185635743
65876771,681990494
95813256,387589043
29883900,299148335
61336357,667005998
37442020,402598748
63778204,559708623
43879541,801529389
9743127,128672836
62399731,324640991
10178654,338873655
86041367,130083696
49890427,540861869
73462886,106935951
23947461,703627429
60761978,995160353
11648895,15487235
63309674,883975048
14055716,600629892
77967493,749211584
58379770,574723764
38941909,509674934
18431148,242658210
16472917,807391946
32572932,446122266
54318970,410817395
83748602,994219950
74898606,457850059
36277974,96068852
73373656,408591788
32645355,589778995
46648478,132358331
93757954,260985017
81964381,291811960
66049873,424045190
37701277,588062001
8877539,101775925
24036093,830357981
90066623,248203212
81202321,226833849
89157936,457922264
15601098,146111231
18970449,715809050
95954439,358410041
32173422,493885073
87786192,652126889
44412344,906735139
90720784,360811060
90718737,235908339
33752941,127492293
78604484,155908144
74370120,536921570
13631601,342622205
43652586,935071207
60368753,570980567
59316048,815555356
67197667,478198800
72434204,835497286
68728970,872062722
57974292,689669545
75508253,12949085
45764835,91517020
16259450,911160344
71025824,840922636
37958479,281390932
39478261,425037138
89064322,324605749
30736116,524581216
4236854,285463012
77983253,557507449
4984692,734813493
65623599,247941928
99560904,573973142
26791439,409648133
32925694,642427598
12289801,277608164
80912999,246782354
46742557,697292697
11122369,660490992
70995187,356477628
75034440,746440760
97656678,998544622
60347023,769895808
94783055,485456512
81768235,611998322
7332933,525772652
88479675,701847262
13496371,942644761
39653103,864641058
81494789,818730947
81371385,117459459
11953750,500730151
84360822,136727246
93865438,830170715
38045937,37333510
70315016,427230614
73898157,15469211
83686400,482667239
20660111,536100231
77307683,999617011
80132963,843598424
19276573,193127853
39262490,100568969
63039225,133152412
33277733,418928598
45071435,540943461
2554665,658785503
21884225,780106168
73159298,873750691
70136708,443088200
21833317,188153790
94889585,188068551
72096378,937276412
41707804,364005036
9354125,120895108
59281464,113351248
22446273,644726765
65926679,419183581
45827842,835744375
7072665,327407385
87217214,713583157
1913380,492547916
85389624,194188950
15365093,594988530
53866088,895000846
69859838,664407037
72434478,756915302
68755717,808014795
4475552,243945030
79187987,393428486
79258606,164770048
68336607,514095756
38180593,792225095
98829349,528611396
45365733,804050944
28056667,97636697
14302607,400384415
22777680,202998577
9777981,546124841
18685322,962511118
92679992,761952240
94916130,762874867
59590504,981928429
98975778,824447282
24510997,659468689
79324252,729681722
90106514,866448345
49310381,661073111
47678023,78652386
82421458,798274456
35286850,739960088
53729359,173026008
1477663,71372277
80502306,809632974
59749934,168884638
41306495,827520720
70952420,400961015
52229274,993127289
5104354,654216543
92479975,649651984
50782461,760475137
55866187,380518209
73591150,434259499
56482571,33185299
69874472,63300234
52432527,865819342
67750731,726364330
2814634,358410041
48953989,214754155
49480352,911713461
97400463,53195104
26711135,225879884
35619007,984685402
95414902,623068498
29247553,848950559
88589923,676625385
73014038,99983371
15080652,754445317
35768660,368058340
30656799,973396976
39874437,689254457
58367276,478217590
4460498,138858157
65013591,893221226
210361,674102532
72434478,563128996
84295781,202162393
31103509,784190223
59173716,144832505
65584270,287895257
89857112,130355938
92984967,690770366
64985539,633326751
17962417,443588529
26922088,25868569
19501189,933115191
86063089,415715319
19007680,712499784
22123746,885785166
62032584,682210271
37044834,982671888
4629830,112106884
13130173,208414318
69091569,641067873
76672408,739594795
86461445,782578717
54462559,859404543
42547282,409613219
93469050,332997799
80175131,632967771
10265483,114447934
93416300,66827889
34378358,508535136
3870025,163326490
5847929,460723034
8875726,41598864
2033073,641574628
77216812,971596048
82023702,802246812
31371368,53233472
90017925,975944183
27549756,739711009
3560357,851986322
64114514,553925018
38952945,650427629
86643685,293691353
79817421,803524332
22518980,358105457
679891,285243752
43343585,785476076
50782461,902492280
29010397,516765394
44357447,12578765
73157715,364484095
36465519,866904578
5203894,976497956
10466579,825071991
22478754,131756291
6965656,243876275
66780832,298425114
51268215,294026275
7099132,968420869
3678791,481446909
24450441,207517307
15017381,446051121
80244005,940853022
68960408,236530645
65011239,761815947
19864645,952904652
25298662,989271744
81789661,990430568
98022828,617171375
91097297,762355917
93719705,243298474
59827812,551904997
5328877,578696011
56279863,401180220
2230635,142716852
78834833,71912387
2755905,288707166
58677472,548662852
96049306,937235198
20559487,192255649
43548351,131711958
45520084,669753594
97998620,224642025
7407024,387334890
88062412,243101798
8823684,650619465
20729363,183056976
29611404,532070844
72862502,658453037
9679541,265640542
94602530,983926291
99886399,791640300
88347902,458284703
42424374,168271417
62677844,283400064
56460605,854943072
15008829,480460271
7523687,509429264
61768559,38126348
86767425,898592180
55144518,462918084
98799207,91517020
29341211,272254645
40886273,674371193
58866563,565713951
8454832,497995497
6860780,214092169
42093793,993943009
66158503,627340659
72469309,611457574
35411526,403566928
88413408,703601752
15203867,395732540
46202916,92790612
51538946,489833376
30782279,50475039
75240122,870499897
96488827,93023468
81275241,604021611
56582942,432452195
453311,149854116
2209867,231731390
11379989,238502024
35715692,45872043
68547065,561258600
78706784,297764649
37182008,687826619
83727405,542801572
93340188,943826858
81957390,860855346
49784215,863610789
82099047,434382654
36025269,505241548
3119339,292360265
38432620,955851856
66204065,963381323
33038293,830367245
642011,81070420
68053522,343898411
39414080,805485080
99055638,138925181
63887817,292333560
12862479,727444422
2640007,827520720
22689703,664959644
79974500,441709132
22968179,560407158
12229433,649868171
58346548,486227490
82163693,496431586
20888881,900859590
60856273,703542712
16453330,317091001
81768235,898597129
3424891,519462064
28580425,39520525
44760606,913928802
6985921,834825867
72420055,299118062
7539117,230251309
76275913,202162393
94160589,853926561
73145078,31261042
40167748,211527030
7304476,198033647
21191028,816555258
84044978,827541873
46853320,598229274
36903025,649177855
43790171,866713180
55849156,95438133
73870657,397360044
48183336,430230236
56059842,28598693
88239727,409648133
2067302,731783279
78304304,955085036
87481196,515265188
77328508,408638180
887263,767816586
85398009,882696897
43617774,120218734
41046108,135302834
72848998,730102700
82601621,50422701
52323717,628044055
69405806,328758057
50412999,382417440
64330420,657047565
81371123,125939539
69945121,652126889
31627522,635394847
2479241,519722755
22598431,430294219
64408660,417666038
28746880,628706518
54547633,781722139
96571756,580952115
46427769,786198587
44721310,245559882
11545360,220965984
48404327,617132276
16051750,502919308
93819282,214627781
71173591,824189993
19924158,939766686
11538936,834420600
74524205,898830582
82937699,451563854
53701054,226456707
886072,709400099
67774066,654900475
73996409,178749759
61749777,998504495
99946024,379787058
43391519,480710888
96297224,792131787
9357134,285897147
87850732,182381480
38635511,509122850
54684232,517558645
35458091,56582340
11646772,39520525
49328382,676695649
34624585,620944950
8128818,551501065
26847651,50463884
27479574,893350666
64975080,452038100
15470977,388850209
75462305,968834254
32470248,400228667
66651364,908261027
18700845,786266947
60053078,357676668
24966575,190893491
69302177,500573624
3549547,933237380
92427145,801284097
62110703,71964017
83989330,608702766
1879587,345203852
24910579,200500920
76557162,272573886
54054125,152539477
65445585,979814171
29653021,924109986
39369343,724686831
45954986,207061920
58744782,337081734
41876926,376167531
87677832,837176984
65144721,580221106
79097291,983214886
92486636,197113907
18440894,770510048
79809069,335096745
69634053,162495262
80980985,439615697
95549354,124920957
68868381,81708514
76991920,628798007
34078322,506620422
91090203,927966634
64322637,877687171
52805373,546215459
46698114,474835950
43545223,44422253
19361761,473837115
65013591,196458107
97628635,271359968
20241829,356270316
85747845,430014795
66204065,498247792
54573422,510759598
97450129,435416460
61248045,194479502
40801999,796981707
28780769,452038100
70438535,422548321
40600011,415499941
97031858,414040816
71716152,821030056
99690771,865146097
45356470,749085829
94608178,355746221
25602401,999763401
82851440,472986524
45520084,569616874
97437459,740773965
50192503,948404694
43965707,405442328
57569877,921186085
88519681,219504937
60643978,748758056
61239297,574914130
91244063,376661841
70409000,177073705
13529576,491951779
21201168,900713609
33493854,179828718
94005148,897054415
25740934,539177408
97685419,788340802
58459908,753611293
8493526,829791549
61015221,142121103
22284833,748941817
168652,123532973
24333182,983867139
53096306,545444715
25175673,904831099
66235396,298459203
56785428,533485206
50087044,694358028
73216354,295559531
51823867,844636578
56545937,678508036
16684668,470143556
33384226,948849755
73933149,136890400
68140567,186752169
99204327,62780747
82791581,616873557
95090179,181121071
43200788,97039173
73186526,37247425
1301098,709372846
99222444,777501947
39982761,345925640
94396390,318213372
43153119,95536364
85471078,913293880
44234056,795664130
57606773,69699429
53567574,284265651
11071519,576795134
16242267,489773788
1424066,648587975
48811441,56868011
69413592,172895189
31701825,348042366
57137167,933537402
93385387,242445321
21453103,157601641
54397578,960779077
73012173,143698011
89113409,480821919
96289863,924708251
20635586,77759904
34707200,382235919
92303471,810024438
97942499,658453037
87601691,338560244
19273120,605687805
54511725,36567443
92605546,259266305
58247699,248992077
46484787,836149962
60942586,476833026
5065444,370103545
83556088,553943795
72418767,371953775
81941021,56392083
6735573,341182394
18857258,801779465
39621777,270388170
10178621,767518064
52025601,832351215
66245443,174584063
34363106,674341203
14257502,16805169
20865016,456375883
32863844,719433567
77588876,243659489
61243981,209025584
29612250,573298912
94739701,845787233
69854888,636789838
41569030,417019385
59132280,398214624
17384451,842043822
65549962,794761628
70238233,514497824
90396545,881333739
25779630,120895108
93931897,306425721
67308629,585654677
49718872,204925169
48472780,48418447
5923665,475322945
83347600,832348018
27361850,185665910
44629083,868529118
63622835,234265722
92005385,702490609
16756016,443166186
26521932,402486620
1125206,197214671
38605462,371032885
24342799,612079226
25927038,968980024
86686003,910996739
1414947,763889934
5867279,612775990
44108367,743876927
78012237,827636886
21663393,792319312
32269123,900279000
63021266,935574856
98998881,969082955
89494430,21615913
1035888,717758208
10178621,241544914
38160006,797481196
62687223,186167762
31606066,611103012
39609871,644808018
50847831,683656959
91324266,840123469
30047189,678133306
46495259,373567064
50371362,925012005
55633181,788678229
11318096,526485054
89039168,472162921
44162622,717758208
92198697,139258328
46624058,30153476
42908232,370119008
86865179,709125592
34007654,139258328
61095160,770949295
96165687,206731299
35569705,219960866
73079745,150394129
35511618,29484062
19060020,259465427
48820687,843909753
13754304,547873940
76487955,878858061
73387995,222466695
85360775,201330942
15540603,283637824
73165767,892915414
56753296,720391698
71534323,228603989
90307145,713128483
90299827,715769244
28149840,724834146
6276714,706352035
23536615,21727006
40495825,887557574
8381927,821457933
13654147,613709938
75462305,348962799
62496845,475936045
2876218,741089627
19609276,832053717
77898154,809102851
93200843,49576527
93056170,422390883
25527935,91634038
25137131,361732142
44318504,15124166
1119554,272853103
84281512,421505257
91263680,714608210
19888810,498322982
41261783,961199814
52532395,830268298
3476540,45931861
42112691,983902339
22599480,730018946
96224157,317384362
9476485,361103388
38485555,512348059
22622945,107254485
21399472,575816311
74946006,467966976
74826220,905002868
41089376,995022041
50878058,89443734
67544494,455163342
52733605,590530626
2384130,541914650
86081448,705621671
1353044,104134768
95386889,918604288
44113433,341567884
43790171,706457463
61780721,837039870
54603816,899776870
56379300,349600406
94070510,803019600
14024518,203307709
87141181,408752828
35078241,780642216
73571618,35667534
65070520,681689463
90848681,978370108
78828524,296127746
76275913,709723573
81777457,871669145
45554212,681689463
52592025,664034415
25206448,470884121
25102621,370234329
30542697,793223055
36319437,794834089
75397310,663406439
70639161,810451590
84930370,269267063
27922305,532431113
94415550,126414648
8378928,813705440
4892804,852350528
20438222,301316428
17505062,58392550
2516674,299822261
59747086,120717561
94602530,295652752
23520787,603691951
65550807,391777779
81742037,343635869
5132862,618400424
37280253,216651282
37203181,582041890
55978700,918468707
68771905,759868235
26804759,108429393
63568894,80080665
55765047,996118826
79862016,769608781
90205775,546512735
44815371,126478755
93039425,167688993
20958712,826736061
11459340,751405342
29441998,814198036
6305686,172112245
88946493,476106358
17935600,940002371
41322228,170565177
78521697,826736061
30591585,674683479
42044314,586576749
6177690,528390640
28614965,382315927
19772556,627613939
73159298,842084978
93842710,80470807
94265377,927763745
1525199,956557614
36002060,374325366
18114130,474499604
13535899,361573470
76955383,850012345
12950507,646757652
89257281,287809015
1424066,922214093
44140166,676743484
89630061,184853380
92539317,473616118
78619205,286721907
43065943,48769646
60292019,940384669
1523602,702197366
57465806,803546481
1055623,161567726
93724,545448719
89870486,687082292
47958053,232332498
32863844,329663314
17977344,917491401
34207632,978552110
28861865,728988846
85433607,480125143
76424674,960827726
84916577,497524324
82021192,991799110
24247126,88918473
86760440,742915986
33902460,37143036
46472544,392091124
83886832,141908382
31885609,920808333
3277064,128645191
75845615,719651602
29117631,786198587
59167706,139331275
90776731,544561461
39931212,864979059
75419423,431980389
29889334,658819621
30533819,380265083
80258509,794609820
57434262,525142057
17202574,115231416
26955791,517258503
87688666,739257466
94912558,104372969
81449640,70679563
25717439,902494821
58520048,601387852
43260597,537172568
73476216,94012459
28177788,526088155
35699847,465689045
5736544,281297059
37281863,664959644
60702824,62755717
82520830,305838608
21884225,105452882
60521875,178515519
95339622,519112055
26156733,164219301
75697541,863971490
27569446,578519697
5529634,737628411
72428902,243537629
67707193,564781699
14755324,226602635
35039222,578957351
93581481,669790958
16808696,122430456
83253788,737386928
6258038,784081865
34640033,406825585
81037412,84745649
70651919,655582601
32288865,387334890
30306839,443573255
22587766,478737378
86666180,178419073
5917492,575389319
70497529,225064102
1121966,222281218
62081423,164182856
96469689,984548519
66807585,60366052
17669080,54359914
40680361,433309958
35032588,425796649
70817285,674166775
66167315,921626292
18833891,613445984
71830482,405825734
88809836,725150163
10196892,142719893
64335249,893248772
49087348,982876478
59591733,458284703
18420668,382250204
39662467,271440539
46035412,122872899
52468391,613445984
83521180,17202914
78605991,514270090
20549171,963186248
71941517,836914422
53931548,460172733
34582588,894255997
86734309,910638012
98510617,46489383
22402184,777124598
9838332,651264671
13631601,445499161
18440894,566423899
27446634,217988293
94734464,876386480
10274525,642045893
56405837,792051719
10190698,506347690
36215303,528902398
7631254,438721942
78736949,493417944
88888204,878858061
2627645,264677181
80223714,808044387
